statenum;casenum;vnumber;pnumber;atmcond;atmcond2;city;county;accdate;holiday;trafid1;trafid2;alcres;druginv;malcohol;crashtype
;;;;;;;;;;;;;;;
6;1;1;1;1;0;0;93;1012015;0;SISKIYOU AVE;DUNSMUIR AVE;.;9;0;1
6;2;1;1;1;0;0;37;1012015;0;CR-FIRST AVE;CANDLELIGHT DRIVE;200;9;1;50
6;2;2;1;1;0;0;37;1012015;0;CR-FIRST AVE;CANDLELIGHT DRIVE;.;9;1;51
6;3;1;1;1;0;2400;59;1012015;0;SR-1;NEWPORT COAST DRIVE;996;0;0;13
6;4;1;1;1;0;0;67;1012015;0;I-80;.;210;0;1;48
6;4;2;1;1;0;0;67;1012015;0;I-80;.;996;0;0;48
6;4;2;2;1;0;0;67;1012015;0;I-80;.;996;8;0;48
6;4;2;3;1;0;0;67;1012015;0;I-80;.;996;8;0;48
6;4;2;4;1;0;0;67;1012015;0;I-80;.;996;8;0;48
6;4;3;1;1;0;0;67;1012015;0;I-80;.;996;0;0;98
6;5;1;1;1;0;2960;71;1022015;0;I-10;.;996;0;0;13
6;6;1;1;1;0;0;99;1022015;0;CR-SANTA FE AVENUE;.;0;9;0;6
6;7;1;1;1;0;1846;65;1022015;0;WASHINGTON STREET;LAKE LA QUINTA DRIVE;996;0;0;68
6;7;2;1;1;0;1846;65;1022015;0;WASHINGTON STREET;LAKE LA QUINTA DRIVE;996;0;0;69
6;7;2;2;1;0;1846;65;1022015;0;WASHINGTON STREET;LAKE LA QUINTA DRIVE;996;8;0;69
6;8;1;1;1;0;0;71;1022015;.;I-15;.;.;9;0;98
6;8;1;2;1;0;0;71;1022015;.;I-15;.;.;8;0;98
6;9;1;1;1;0;3260;73;1032015;0;BACON STREET;CORONADO AVENUE;230;9;1;2
6;9;1;2;1;0;3260;73;1032015;0;BACON STREET;CORONADO AVENUE;996;8;1;2
6;10;1;1;1;0;1980;37;1042015;0;SLAUSON AVENUE;.;996;9;0;13
6;11;1;1;1;0;3340;85;1042015;0;US-101;.;996;0;0;46
6;11;1;2;1;0;3340;85;1042015;0;US-101;.;996;8;0;46
6;11;2;1;1;0;3340;85;1042015;0;US-101;.;0;0;0;45
6;12;1;1;1;0;0;71;1042015;0;CR-OLD WOMAN SPRINGS ROAD;SR-18;996;0;0;13
6;12;1;2;1;0;0;71;1042015;0;CR-OLD WOMAN SPRINGS ROAD;SR-18;996;8;0;13
6;12;1;3;1;0;0;71;1042015;0;CR-OLD WOMAN SPRINGS ROAD;SR-18;996;8;0;13
6;12;2;1;1;0;0;71;1042015;0;CR-OLD WOMAN SPRINGS ROAD;SR-18;996;0;0;98
6;12;2;2;1;0;0;71;1042015;0;CR-OLD WOMAN SPRINGS ROAD;SR-18;996;8;0;98
6;13;1;1;1;0;0;7;1042015;0;SR-99;.;996;0;0;13
6;13;1;2;1;0;0;7;1042015;0;SR-99;.;996;8;0;13
6;14;1;1;1;0;1980;37;1032015;0;NORDHOFF STREET;COLLETT AVENUE;996;0;0;13
6;15;1;1;10;0;0;21;1052015;0;CR-COUNTY ROAD P;CR-COUNTY ROAD 200;0;9;0;89
6;15;2;1;10;0;0;21;1052015;0;CR-COUNTY ROAD P;CR-COUNTY ROAD 200;996;0;0;88
6;15;3;1;10;0;0;21;1052015;0;CR-COUNTY ROAD P;CR-COUNTY ROAD 200;996;0;0;98
6;16;1;1;1;0;0;29;1052015;0;CR-VIRGINIA AVENUE;CR-OSWELL STREET;996;0;0;13
6;17;1;1;1;0;1980;37;1062015;0;54TH STREET;.;996;0;0;13
6;18;1;1;1;0;0;67;1062015;0;CR-MARTIN LUTHER KING JR BLVD;CR-48TH AVE;996;0;0;13
6;19;1;1;1;0;3110;61;1032015;0;DOUGLAS BLVD;EUREKA RD;0;0;0;13
6;20;1;1;1;0;1364;1;1052015;0;I-680;.;.;9;0;24
6;20;2;1;1;0;1364;1;1052015;0;I-680;.;996;0;0;25
6;20;3;1;1;0;1364;1;1052015;0;I-680;.;996;0;0;98
6;20;4;1;1;0;1364;1;1052015;0;I-680;.;996;0;0;98
6;20;5;1;1;0;1364;1;1052015;0;I-680;.;996;0;0;98
6;21;1;1;1;0;2480;1;1012015;0;I-580;.;40;1;1;1
6;21;1;2;1;0;2480;1;1012015;0;I-580;.;0;8;1;1
6;22;1;1;10;0;3260;73;1112015;0;DEL SOL BL;.;170;0;1;98
6;22;1;2;10;0;3260;73;1112015;0;DEL SOL BL;.;996;8;1;98
6;22;1;3;10;0;3260;73;1112015;0;DEL SOL BL;.;996;8;1;98
6;22;1;4;10;0;3260;73;1112015;0;DEL SOL BL;.;996;8;1;98
6;23;1;1;1;0;2278;65;1022015;0;ALESSANDRO BLVD;.;996;9;0;13
6;23;2;1;1;0;2278;65;1022015;0;ALESSANDRO BLVD;.;996;0;0;98
6;24;1;1;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;996;0;0;82
6;24;2;1;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;0;9;0;83
6;24;2;2;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;0;8;0;83
6;24;3;1;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;996;0;0;98
6;24;3;2;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;996;8;0;98
6;24;3;3;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;996;8;0;98
6;24;3;4;1;0;0;1;1042015;0;SR-84;OLD VALLECITOS ROAD;996;8;0;98
6;25;1;1;10;0;0;67;1092015;0;SR-160;.;170;9;1;2
6;25;1;2;10;0;0;67;1092015;0;SR-160;.;0;8;1;2
6;25;1;3;10;0;0;67;1092015;0;SR-160;.;996;8;1;2
6;26;1;1;1;0;639;37;1052015;0;SR-91;.;310;0;1;44
6;26;2;1;1;0;639;37;1052015;0;SR-91;.;996;0;0;45
6;26;3;1;1;0;639;37;1052015;0;SR-91;.;996;0;0;98
6;26;4;1;1;0;639;37;1052015;0;SR-91;.;996;0;0;98
6;27;1;1;1;0;0;99;1122015;0;CR-TUOLUMNE RD;GRATTON RD;0;9;0;14
6;28;1;1;10;2;3210;71;1112015;0;I-215 RAMP;.;.;9;0;6
6;28;2;1;10;2;3210;71;1112015;0;I-215 RAMP;.;996;0;0;98
6;29;1;1;2;0;0;37;1102015;0;CR-LOOKOUT TRAIL ROWHER FLATS;.;.;0;1;98
6;29;1;2;2;0;0;37;1102015;0;CR-LOOKOUT TRAIL ROWHER FLATS;.;.;8;1;98
6;30;1;1;1;0;3290;75;1102015;0;MCALLISTER STREET;VAN NESS AVENUE;.;9;0;88
6;30;2;1;1;0;3290;75;1102015;0;MCALLISTER STREET;VAN NESS AVENUE;996;0;0;89
6;30;2;2;1;0;3290;75;1102015;0;MCALLISTER STREET;VAN NESS AVENUE;996;8;0;89
6;31;1;1;1;0;0;53;1052015;0;US-101;.;996;0;0;13
6;32;1;1;2;0;3686;37;1102015;0;SR-164;.;996;0;0;13
6;32;1;2;2;0;3686;37;1102015;0;SR-164;.;996;8;0;13
6;32;2;1;2;0;3686;37;1102015;0;SR-164;.;996;9;0;98
6;33;1;1;1;0;0;19;1062015;0;SR-41;.;996;0;0;1
6;33;1;2;1;0;0;19;1062015;0;SR-41;.;.;8;0;1
6;33;1;3;1;0;0;19;1062015;0;SR-41;.;996;8;0;1
6;34;1;1;2;0;1660;59;1102015;0;SR-39;.;0;0;0;13
6;35;1;1;1;0;0;37;1062015;0;CR-MALIBU CANYON RD;.;100;9;1;64
6;35;2;1;1;0;0;37;1062015;0;CR-MALIBU CANYON RD;.;996;0;0;65
6;35;3;1;1;0;0;37;1062015;0;CR-MALIBU CANYON RD;.;996;0;0;98
6;36;1;1;5;0;0;55;1122015;0;SR-29;.;.;0;0;50
6;36;2;1;5;0;0;55;1122015;0;SR-29;.;996;0;0;51
6;37;1;1;1;0;1670;37;1092015;0;SLAUSON AVE;.;200;9;1;50
6;37;2;1;1;0;1670;37;1092015;0;SLAUSON AVE;.;0;0;0;51
6;38;1;1;1;0;3260;73;1122015;0;SR-75;.;996;0;0;13
6;39;1;1;1;0;3150;67;1062015;0;I-5 RAMP;.;996;0;0;13
6;39;1;2;1;0;3150;67;1062015;0;I-5 RAMP;.;996;8;0;13
6;40;1;1;1;0;0;7;1122015;0;CR-SKYWAY;.;170;0;1;52
6;40;1;2;1;0;0;7;1122015;0;CR-SKYWAY;.;170;8;1;52
6;40;2;1;1;0;0;7;1122015;0;CR-SKYWAY;.;996;0;0;52
6;41;1;1;1;0;3870;37;1062015;0;SR-1;.;0;1;1;50
6;41;2;1;1;0;3870;37;1062015;0;SR-1;.;0;9;0;51
6;41;2;2;1;0;3870;37;1062015;0;SR-1;.;0;8;0;51
6;42;1;1;1;0;3110;61;1122015;0;I-80 ON RAMP;.;996;0;0;13
6;43;1;1;1;0;0;97;1122015;0;CR-RIVER ROAD;.;280;9;1;50
6;43;2;1;1;0;0;97;1122015;0;CR-RIVER ROAD;.;996;0;0;51
6;43;3;1;1;0;0;97;1122015;0;CR-RIVER ROAD;.;996;0;0;98
6;44;1;1;1;0;2625;81;1072015;0;SR-35;.;70;0;1;7
6;45;1;1;1;0;4197;65;1132015;0;BUNDY CANYON ROAD;.;0;0;0;13
6;46;1;1;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;9;0;89
6;46;1;2;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;8;0;89
6;46;1;3;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;8;0;89
6;46;1;4;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;8;0;89
6;46;1;5;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;8;0;89
6;46;1;6;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;996;8;0;89
6;46;1;7;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;996;8;0;89
6;46;2;1;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;0;0;0;88
6;46;2;2;5;0;0;77;1132015;0;SR-4;VAN ALLEN ROAD;996;8;0;88
6;47;1;1;1;0;3260;73;1072015;0;RANCHO BERNARDO RD;ACENA DR;996;0;0;13
6;48;1;1;1;0;0;83;1132015;0;US-101;.;.;9;0;6
6;49;1;1;1;0;3150;67;1072015;0;SR-99;.;210;0;1;24
6;49;1;2;1;0;3150;67;1072015;0;SR-99;.;996;8;1;24
6;49;2;1;1;0;3150;67;1072015;0;SR-99;.;996;0;0;25
6;50;1;1;1;0;880;59;1132015;0;I-405 RAMP;.;0;9;0;1
6;51;1;1;1;0;880;59;1082015;0;BAKER ST;.;0;1;0;68
6;51;2;1;1;0;880;59;1082015;0;BAKER ST;.;0;0;0;69
6;51;2;2;1;0;880;59;1082015;0;BAKER ST;.;996;8;0;69
6;52;1;1;1;0;3070;65;1142015;0;ALESSANDRO BL;.;0;9;0;1
6;53;1;1;10;0;0;1;1082015;0;I-580 RAMP;EDEN CANYON RD;.;0;0;86
6;53;2;1;10;0;0;1;1082015;0;I-580 RAMP;EDEN CANYON RD;996;0;0;87
6;54;1;1;1;0;1015;37;1132015;0;SR-60;.;996;0;0;32
6;54;2;1;1;0;1015;37;1132015;0;SR-60;.;0;9;0;32
6;55;1;1;1;0;0;51;1082015;0;CR-TWIN LAKES RD;.;210;0;1;6
6;56;1;1;5;0;2150;47;1142015;0;WEST OLIVE AVE;MEADOWS AVE;996;0;0;13
6;57;1;1;5;0;0;19;1142015;0;SR-99;.;.;0;1;6
6;58;1;1;1;0;3110;61;1082015;0;HARDING BLVD;.;0;0;0;13
6;58;1;2;1;0;3110;61;1082015;0;HARDING BLVD;.;996;8;0;13
6;59;1;1;1;0;3375;73;1152015;0;SR-78;.;996;0;0;13
6;59;2;1;1;0;3375;73;1152015;0;SR-78;.;996;0;0;98
6;60;1;1;1;0;1980;37;1132015;0;I-405;.;996;0;0;47
6;60;1;2;1;0;1980;37;1132015;0;I-405;.;996;8;0;47
6;60;2;1;1;0;1980;37;1132015;0;I-405;.;996;0;0;45
6;60;3;1;1;0;1980;37;1132015;0;I-405;.;996;0;0;98
6;60;4;1;1;0;1980;37;1132015;0;I-405;.;996;0;0;98
6;60;5;1;1;0;1980;37;1132015;0;I-405;.;996;0;0;98
6;60;5;2;1;0;1980;37;1132015;0;I-405;.;996;8;0;98
6;60;6;1;1;0;1980;37;1132015;0;I-405;.;0;9;1;98
6;61;1;1;1;0;9997;59;1202015;0;LAKE FOREST DR;.;223;0;1;6
6;62;1;1;10;0;3340;85;1082015;0;MONTEREY RD;.;0;0;0;13
6;63;1;1;1;0;3210;71;1132015;0;UNIVERSITY PKWY;COLLEGE AVE;996;0;0;13
6;64;1;1;1;0;1980;37;1152015;0;GAGE AVE;WESTERN AVE;996;0;0;13
6;65;1;1;1;0;3260;73;1152015;0;RICHMOND ST;ESSEX ST;996;0;0;13
6;66;1;1;1;0;0;73;1152015;.;SR-79;.;996;9;0;1
6;67;1;1;1;0;2645;37;1132015;0;40TH ST EAST;.;996;1;0;11
6;67;1;2;1;0;2645;37;1132015;0;40TH ST EAST;.;0;8;0;11
6;68;1;1;1;0;0;67;1152015;0;CR-WATT AVE;.;996;0;0;13
6;69;1;1;10;0;0;97;1162015;0;SR-12;.;0;9;0;50
6;69;2;1;10;0;0;97;1162015;0;SR-12;.;996;0;0;51
6;69;2;2;10;0;0;97;1162015;0;SR-12;.;996;8;0;51
6;70;1;1;1;0;0;53;1162015;0;US-101;POTTER ROAD;996;0;0;68
6;70;1;2;1;0;0;53;1162015;0;US-101;POTTER ROAD;996;8;0;68
6;70;1;3;1;0;0;53;1162015;0;US-101;POTTER ROAD;996;8;0;68
6;70;2;1;1;0;0;53;1162015;0;US-101;POTTER ROAD;996;0;0;69
6;70;2;2;1;0;0;53;1162015;0;US-101;POTTER ROAD;996;8;0;69
6;70;2;3;1;0;0;53;1162015;0;US-101;POTTER ROAD;.;8;0;69
6;71;1;1;1;0;850;65;1112015;0;LINCOLN AVE;.;0;1;0;2
6;71;1;2;1;0;850;65;1112015;0;LINCOLN AVE;.;996;8;0;2
6;72;1;1;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;0;9;0;87
6;72;1;2;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;8;0;87
6;72;1;3;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;8;0;87
6;72;1;4;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;8;0;87
6;72;1;5;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;8;0;87
6;72;2;1;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;0;0;86
6;72;2;2;1;0;0;37;1182015;0;SR-138;90TH STREET WEST;996;8;0;86
6;73;1;1;1;0;3210;71;1182015;0;S WATERMAN STREET;E PARKCENTER CIRCLE;.;0;1;83
6;73;2;1;1;0;3210;71;1182015;0;S WATERMAN STREET;E PARKCENTER CIRCLE;996;0;0;82
6;73;2;2;1;0;3210;71;1182015;0;S WATERMAN STREET;E PARKCENTER CIRCLE;996;8;0;82
6;74;1;1;1;0;1840;37;1132015;0;15TH ST;.;0;0;0;13
6;75;1;1;10;0;0;61;1182015;0;SR-49;HOLLY VISTA WAY;996;0;0;68
6;75;1;2;10;0;0;61;1182015;0;SR-49;HOLLY VISTA WAY;996;8;0;68
6;75;1;3;10;0;0;61;1182015;0;SR-49;HOLLY VISTA WAY;996;8;0;68
6;75;2;1;10;0;0;61;1182015;0;SR-49;HOLLY VISTA WAY;0;1;0;69
6;76;1;1;1;0;340;1;1132015;0;UNIVERSITY AVE;MCGEE AVE;996;9;0;13
6;77;1;1;10;0;3420;59;1202015;0;EDINGER AVENUE;MAPLE STREET;0;0;0;13
6;78;1;1;5;0;940;85;1112015;.;I-280;.;996;0;0;1
6;78;1;2;5;0;940;85;1112015;.;I-280;.;160;8;0;1
6;79;1;1;1;0;0;25;1202015;0;SR-115;WORTHINGTON ROAD;0;9;0;89
6;79;2;1;1;0;0;25;1202015;0;SR-115;WORTHINGTON ROAD;996;0;0;88
6;79;2;2;1;0;0;25;1202015;0;SR-115;WORTHINGTON ROAD;996;8;0;88
6;80;1;1;1;0;0;65;1192015;0;SR-74;.;0;9;0;1
6;81;1;1;1;0;470;59;1132015;0;BEACH BLVD;CRESCENT AVE;.;9;0;98
6;81;2;1;1;0;470;59;1132015;0;BEACH BLVD;CRESCENT AVE;0;0;0;98
6;82;1;1;1;0;1700;37;1192015;0;I-405 RAMP;.;.;9;0;1
6;83;1;1;10;0;0;23;1132015;0;US-101;.;0;1;0;1
6;83;1;2;10;0;0;23;1132015;0;US-101;.;200;0;0;1
6;84;1;1;10;0;0;31;1162015;0;I-5;.;.;9;0;50
6;84;2;1;10;0;0;31;1162015;0;I-5;.;996;0;0;51
6;85;1;1;1;0;1003;65;1202015;0;PALM DR;CAHUILLA AVE;996;0;0;13
6;86;1;1;5;0;0;37;1202015;0;CR-WHITESIDE STREET;.;996;0;0;98
6;86;2;1;5;0;0;37;1202015;0;CR-WHITESIDE STREET;.;.;0;0;98
6;87;1;1;1;0;2870;37;1142015;0;VALLEY BLVD;.;0;0;0;83
6;87;2;1;1;0;2870;37;1142015;0;VALLEY BLVD;.;0;0;0;82
6;88;1;1;1;0;3340;85;1182015;0;ABORN RD;WHITE RD;0;0;0;13
6;89;1;1;1;0;3490;97;1202015;0;3RD STREET;B STREET;0;0;0;68
6;89;2;1;1;0;3490;97;1202015;0;3RD STREET;B STREET;0;0;0;69
6;90;1;1;1;0;2870;37;1152015;0;I-10 RAMP;.;.;9;0;6
6;91;1;1;10;0;0;29;1202015;0;SR-184;.;210;9;1;6
6;91;2;1;10;0;0;29;1202015;0;SR-184;.;996;0;0;98
6;92;1;1;8;0;2690;19;1212015;0;MANNING AVE;.;996;0;0;32
6;92;2;1;8;0;2690;19;1212015;0;MANNING AVE;.;.;0;0;32
6;93;1;1;1;0;0;71;1212015;0;I-15;.;.;9;0;21
6;93;1;2;1;0;0;71;1212015;0;I-15;.;996;8;0;21
6;93;2;1;1;0;0;71;1212015;0;I-15;.;996;0;0;20
6;94;1;1;1;0;0;25;1212015;0;SR-78;HOVLEY ROAD;996;0;0;87
6;94;1;2;1;0;0;25;1212015;0;SR-78;HOVLEY ROAD;0;8;0;87
6;94;2;1;1;0;0;25;1212015;0;SR-78;HOVLEY ROAD;996;0;0;86
6;95;1;1;10;2;0;23;1162015;0;US-101;.;200;0;1;6
6;96;1;1;1;0;3420;59;1212015;0;CR-EDINGER AVENUE;CR-SUMMERVIEW CIRCLE;996;0;0;13
6;96;1;2;1;0;3420;59;1212015;0;CR-EDINGER AVENUE;CR-SUMMERVIEW CIRCLE;996;8;0;13
6;97;1;1;1;0;1980;37;1232015;0;SR-90 RAMP;.;200;9;1;6
6;98;1;1;1;0;0;107;1212015;0;CR-FRANCES DR;.;996;9;0;11
6;99;1;1;10;0;880;59;1222015;0;I-405 RAMP;.;184;9;1;98
6;100;1;1;1;0;3375;73;1172015;0;SR-78;.;996;0;0;11
6;101;1;1;1;0;0;47;1222015;0;SR-165;.;0;0;1;50
6;101;2;1;1;0;0;47;1222015;0;SR-165;.;996;0;0;51
6;102;1;1;10;0;3150;67;1132015;0;FREEPORT BL;.;0;0;0;13
6;102;1;2;10;0;3150;67;1132015;0;FREEPORT BL;.;996;8;0;13
6;103;1;1;1;0;2000;85;1222015;0;SHANNON RD;SHORT RD;149;0;1;14
6;104;1;1;10;0;4010;95;1162015;0;I-80;.;0;0;0;1
6;105;1;1;1;0;3210;71;1242015;0;E HIGHLAND AVE;N GOLDEN AVE;.;9;0;6
6;105;1;2;1;0;3210;71;1242015;0;E HIGHLAND AVE;N GOLDEN AVE;996;8;0;6
6;106;1;1;1;0;2550;71;1222015;0;SR-60;.;996;0;0;20
6;106;2;1;1;0;2550;71;1222015;0;SR-60;.;.;9;0;21
6;106;2;2;1;0;2550;71;1222015;0;SR-60;.;.;8;0;21
6;106;3;1;1;0;2550;71;1222015;0;SR-60;.;996;0;0;98
6;107;1;1;10;0;660;7;1162015;0;WALNUT ST;5TH ST;0;0;0;13
6;108;1;1;1;0;2327;65;1242015;0;I-15;.;60;0;1;7
6;108;1;2;1;0;2327;65;1242015;0;I-15;.;200;8;1;7
6;108;1;3;1;0;2327;65;1242015;0;I-15;.;996;8;1;7
6;108;1;4;1;0;2327;65;1242015;0;I-15;.;996;8;1;7
6;108;1;5;1;0;2327;65;1242015;0;I-15;.;996;8;1;7
6;109;1;1;1;0;0;1;1232015;0;I-580;.;996;0;0;98
6;110;1;1;1;0;1980;37;1172015;0;WILSHIRE BLVD;FAIRFAX AVE;996;0;0;86
6;110;2;1;1;0;1980;37;1172015;0;WILSHIRE BLVD;FAIRFAX AVE;0;9;0;87
6;110;3;1;1;0;1980;37;1172015;0;WILSHIRE BLVD;FAIRFAX AVE;996;0;0;98
6;111;1;1;1;0;0;65;1162015;0;CR-IOWA;.;996;0;0;13
6;111;1;2;1;0;0;65;1162015;0;CR-IOWA;.;996;8;0;13
6;112;1;1;1;0;1580;65;1212015;0;FLORIDA AVE;.;0;0;0;50
6;112;2;1;1;0;1580;65;1212015;0;FLORIDA AVE;.;996;0;0;51
6;112;2;2;1;0;1580;65;1212015;0;FLORIDA AVE;.;996;8;0;51
6;113;1;1;1;0;3340;85;1232015;0;ALMADEN EXPRESSWAY;VIA MONTE DRIVE;0;9;0;13
6;113;2;1;1;0;3340;85;1232015;0;ALMADEN EXPRESSWAY;VIA MONTE DRIVE;996;9;0;98
6;114;1;1;1;0;0;37;1242015;0;SR-60;.;996;9;0;13
6;115;1;1;1;0;0;85;1172015;0;US-101;.;120;9;1;6
6;116;1;1;1;0;2870;37;1222015;0;TOWNE AVE;.;0;9;0;98
6;116;2;1;1;0;2870;37;1222015;0;TOWNE AVE;.;0;9;0;98
6;117;1;1;1;0;0;27;1172015;0;CR-SCOTTYS CASTLE RD;.;.;0;1;7
6;118;1;1;1;0;0;71;1242015;0;SR-18;.;.;9;0;50
6;118;1;2;1;0;0;71;1242015;0;SR-18;.;996;8;0;50
6;118;2;1;1;0;0;71;1242015;0;SR-18;.;996;0;0;51
6;118;2;2;1;0;0;71;1242015;0;SR-18;.;996;8;0;51
6;118;2;3;1;0;0;71;1242015;0;SR-18;.;996;8;0;51
6;118;2;4;1;0;0;71;1242015;0;SR-18;.;996;8;0;51
6;118;3;1;1;0;0;71;1242015;0;SR-18;.;996;0;0;98
6;118;3;2;1;0;0;71;1242015;0;SR-18;.;996;8;0;98
6;119;1;1;1;0;0;25;1242015;0;SR-111;.;0;0;0;98
6;119;1;2;1;0;0;25;1242015;0;SR-111;.;996;8;0;98
6;119;1;3;1;0;0;25;1242015;0;SR-111;.;996;8;0;98
6;119;2;1;1;0;0;25;1242015;0;SR-111;.;996;0;0;98
6;119;2;2;1;0;0;25;1242015;0;SR-111;.;996;8;0;98
6;119;3;1;1;0;0;25;1242015;0;SR-111;.;996;0;0;98
6;120;1;1;1;0;0;81;1252015;0;SR-84;.;996;0;0;1
6;121;1;1;1;0;0;69;1242015;0;CR-SHORE ROAD;.;996;0;0;13
6;122;1;1;1;0;2050;39;1222015;0;SR-145;.;996;0;0;13
6;122;1;2;1;0;2050;39;1222015;0;SR-145;.;996;8;0;13
6;123;1;1;1;0;240;29;1172015;0;UNION AVE;.;996;0;0;13
6;124;1;1;1;0;2645;37;1172015;0;SR-138;POND AVE;0;0;0;13
6;125;1;1;1;0;1430;37;1262015;0;SR-2;.;0;9;0;6
6;126;1;1;1;0;1660;59;1222015;0;BOLSA CHICA;.;0;8;0;78
6;126;2;1;1;0;1660;59;1222015;0;BOLSA CHICA;.;996;8;0;79
6;126;3;1;1;0;1660;59;1222015;0;BOLSA CHICA;.;996;8;0;98
6;127;1;1;1;0;1603;71;1242015;0;I AVE;.;110;1;1;7
6;128;1;1;5;0;3770;77;1242015;0;BIANCHI RD;.;996;0;0;6
6;128;1;2;5;0;3770;77;1242015;0;BIANCHI RD;.;996;8;0;6
6;128;1;3;5;0;3770;77;1242015;0;BIANCHI RD;.;0;8;0;6
6;129;1;1;1;0;0;73;1242015;0;SR-76;.;996;9;0;1
6;130;1;1;1;0;1980;37;1252015;0;SR-118;.;.;9;0;1
6;130;1;2;1;0;1980;37;1252015;0;SR-118;.;100;8;0;1
6;131;1;1;10;0;0;73;1252015;0;SR-94;.;.;9;0;98
6;132;1;1;1;0;2710;99;1092015;0;SALADO AVE;.;.;0;1;6
6;133;1;1;1;0;1200;73;1242015;0;VALLEY PARKWAY;.;996;0;0;6
6;133;1;2;1;0;1200;73;1242015;0;VALLEY PARKWAY;.;996;8;0;6
6;134;1;1;1;0;804;37;1252015;0;I-5;.;996;0;0;13
6;134;2;1;1;0;804;37;1252015;0;I-5;.;996;9;0;98
6;135;1;1;1;0;0;73;1252015;0;CR-OLD HIGHWAY 395;CR-DULIN ROAD;996;0;0;48
6;135;2;1;1;0;0;73;1252015;0;CR-OLD HIGHWAY 395;CR-DULIN ROAD;996;0;0;48
6;135;3;1;1;0;0;73;1252015;0;CR-OLD HIGHWAY 395;CR-DULIN ROAD;996;0;0;98
6;135;4;1;1;0;0;73;1252015;0;CR-OLD HIGHWAY 395;CR-DULIN ROAD;.;9;0;98
6;135;4;2;1;0;0;73;1252015;0;CR-OLD HIGHWAY 395;CR-DULIN ROAD;996;8;0;98
6;136;1;1;1;0;0;37;1282015;0;CR-EL SEGUNDO BLVD;CR-BROADWAY;0;8;0;88
6;136;2;1;1;0;0;37;1282015;0;CR-EL SEGUNDO BLVD;CR-BROADWAY;0;0;0;89
6;137;1;1;10;2;0;89;1172015;0;CR-SILVERTHORN RD;.;100;0;1;7
6;138;1;1;10;0;1305;71;1262015;0;I-10;.;.;0;0;1
6;139;1;1;1;0;2420;65;1182015;0;VALLEY VIEW AVE;.;100;0;1;1
6;140;1;1;1;0;0;39;1252015;0;CR-ROAD 25;CR-AVENUE 8;996;0;0;86
6;140;2;1;1;0;0;39;1252015;0;CR-ROAD 25;CR-AVENUE 8;996;0;0;87
6;140;2;2;1;0;0;39;1252015;0;CR-ROAD 25;CR-AVENUE 8;0;8;0;87
6;140;2;3;1;0;0;39;1252015;0;CR-ROAD 25;CR-AVENUE 8;996;8;0;87
6;141;1;1;10;0;4190;37;1302015;0;COLIMA RD;.;0;9;0;2
6;142;1;1;10;0;0;19;1262015;0;SR-180;.;0;0;0;64
6;142;2;1;10;0;0;19;1262015;0;SR-180;.;996;0;0;65
6;142;3;1;10;0;0;19;1262015;0;SR-180;.;996;0;0;98
6;143;1;1;10;0;790;71;1262015;0;I-10;.;996;0;0;13
6;143;2;1;10;0;790;71;1262015;0;I-10;.;996;0;0;98
6;143;2;2;10;0;790;71;1262015;0;I-10;.;996;8;0;98
6;144;1;1;1;0;0;37;1282015;0;CR-SAN GABRIEL BLVD;.;0;9;0;7
6;144;1;2;1;0;0;37;1282015;0;CR-SAN GABRIEL BLVD;.;996;8;0;7
6;145;1;1;2;0;0;65;1262015;0;CR-SAGE RD;.;120;9;1;2
6;146;1;1;2;0;0;71;1302015;0;I-15;.;.;0;1;1
6;146;1;2;2;0;0;71;1302015;0;I-15;.;996;8;1;1
6;147;1;1;5;0;0;39;1292015;0;SR-152;ROAD 9;0;0;0;83
6;147;1;2;5;0;0;39;1292015;0;SR-152;ROAD 9;996;8;0;83
6;147;2;1;5;0;0;39;1292015;0;SR-152;ROAD 9;996;0;0;82
6;148;1;1;1;0;1150;37;1282015;0;SEPULVEDA BLVD;MARIPOSA AVE;0;0;0;13
6;149;1;1;1;0;0;103;1282015;0;CR-PLYMIRE ROAD;.;100;9;1;48
6;149;1;2;1;0;0;103;1282015;0;CR-PLYMIRE ROAD;.;996;8;1;48
