istatenum;icasenum;ivnumber;ipnumber;iarrhr;iarrmin;sarrtime;iatmcond;icity;iconszone;icounty;saccdate;iaccday;iacchr;iaccmin;iaccmon;iarf1;iarf2;iarf3;sacctime;iaccyr;dayofweek;ihosphr;ihospmin;shosptime;ifhevent;ihitrun;iholiday;heavytruck;latitude;ilatdeg;ilatmin;ilatsec;ilightcond;longitude;ilondeg;ilonmin;ilonsec;imanncol;smilepnt;inhs;inothr;inotmin;snottime;numfatal;inmforms;ipforms;itraflane;ivforms;srxing;ireljunc;irelrdwy;iroadalgn;irfun;iroadprof;isurfcond;isurftype;irtesign;ischlbus;ispejur;ispdlim;icontdev;idevfunc;itrafflow;strafid;strafid2;iage;iairbag;ialcres;ialctst;sdthdate;ideathday;ideathhr;ideathmin;ideathmon;sdthtime;ideathyr;idiedscene;idrugres1;idrugres2;idrugres3;idrugtst1;idrugtst2;idrugtst3;iejection;iejectpath;iextricat;iinjurwrk;ihispanic;iinjury;imethalc;imethdrug;inmlocat;istrikveh;iprf1;iprf2;iprf3;iptype;idruginv;ialcinvol;irace;irestraint;iseatpos;isex;itakehosp;lagtime
6;506;0;1;99;99;9999;1;560;1;73;3062006;6;1;45;3;0;0;0;145;2006;2;99;99;9999;8;2;0;0;33.17370000;33;10;2532;2;-117.34892500;117;20;5613;0;509;1;99;99;9999;1;1;2;5;1;0;1;1;1;11;1;1;1;1;0;0;65;40;3;3;I-5;.;26;0;0;1;3062006;6;7;59;3;759;2006;0;1;0;0;1;0;0;0;0;0;1;7;4;9;8;12;1;9;0;0;5;8;0;1;0;0;1;1;614
6;506;1;1;99;99;9999;1;560;1;73;3062006;6;1;45;3;0;0;0;145;2006;2;99;99;9999;8;2;0;0;33.17370000;33;10;2532;2;-117.34892500;117;20;5613;0;509;1;99;99;9999;1;1;2;5;1;0;1;1;1;11;1;1;1;1;0;0;65;40;3;3;I-5;.;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;9;8;0;0;0;0;0;1;9;9;0;99;11;9;9;99999
6;507;0;1;99;99;9999;2;2050;0;39;3062006;6;4;38;3;0;0;0;438;2006;2;99;99;9999;8;2;0;0;36.94994444;36;56;5980;3;-120.05605833;120;3;2181;0;89;0;99;99;9999;1;1;2;4;1;0;1;1;1;13;1;2;2;3;0;0;35;0;0;5;SR-145;.;45;0;97;1;3062006;6;8;8;3;808;2006;0;402;0;0;1;0;0;0;0;0;0;7;4;9;8;12;1;0;0;0;5;9;9;2;0;0;2;1;330
6;507;1;1;99;99;9999;2;2050;0;39;3062006;6;4;38;3;0;0;0;438;2006;2;99;99;9999;8;2;0;0;36.94994444;36;56;5980;3;-120.05605833;120;3;2181;0;89;0;99;99;9999;1;1;2;4;1;0;1;1;1;13;1;2;2;3;0;0;35;0;0;5;SR-145;.;20;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;9;9;0;99;11;1;0;99999
6;508;0;1;99;99;9999;1;2458;0;37;3062006;6;5;40;3;0;0;0;540;2006;2;99;99;9999;8;0;0;0;33.89507778;33;53;4228;3;-118.05872778;118;3;3142;0;0;0;99;99;9999;1;1;2;4;1;0;1;1;1;14;1;1;2;6;0;0;40;0;0;1;EXCELSIOR DR;.;43;0;0;1;3142006;14;17;21;3;1721;2006;0;1;0;0;1;0;0;0;0;0;1;7;4;9;8;12;1;3;0;0;5;8;0;1;0;0;1;1;20341
6;508;1;1;99;99;9999;1;2458;0;37;3062006;6;5;40;3;0;0;0;540;2006;2;99;99;9999;8;0;0;0;33.89507778;33;53;4228;3;-118.05872778;118;3;3142;0;0;0;99;99;9999;1;1;2;4;1;0;1;1;1;14;1;1;2;6;0;0;40;0;0;1;EXCELSIOR DR;.;19;29;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;1;0;99999
6;509;0;1;99;99;9999;2;3180;0;53;3122006;12;10;52;3;0;0;0;1052;2006;1;99;99;9999;8;2;0;0;36.68143889;36;40;5318;1;-121.65061111;121;39;220;0;0;0;99;99;9999;1;1;2;4;1;0;1;1;1;13;1;2;2;6;0;0;35;0;0;5;SHERWOOD DR;.;49;0;0;1;3122006;12;14;50;3;1450;2006;0;402;407;410;1;1;1;0;0;0;0;7;4;9;8;12;1;99;99;99;5;9;9;1;0;0;1;1;358
6;509;1;1;99;99;9999;2;3180;0;53;3122006;12;10;52;3;0;0;0;1052;2006;1;99;99;9999;8;2;0;0;36.68143889;36;40;5318;1;-121.65061111;121;39;220;0;0;0;99;99;9999;1;1;2;4;1;0;1;1;1;13;1;2;2;6;0;0;35;0;0;5;SHERWOOD DR;.;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;9;8;0;0;0;0;0;1;9;9;0;99;11;9;9;99999
6;510;0;1;99;99;9999;1;0;0;59;3122006;12;13;30;3;0;0;0;1330;2006;1;99;99;9999;9;2;0;0;33.60643611;33;36;2317;1;-117.58096944;117;34;5149;0;0;0;99;99;9999;1;1;2;2;1;0;3;1;1;6;1;1;2;4;0;0;25;20;3;2;NORTHAMPTON PL;LEXINGTON WAY;75;0;0;1;3122006;12;22;28;3;2228;2006;0;1;0;0;1;0;0;0;0;0;0;7;4;9;8;12;1;99;99;99;6;9;9;1;0;0;1;1;858
6;510;1;1;99;99;9999;1;0;0;59;3122006;12;13;30;3;0;0;0;1330;2006;1;99;99;9999;9;2;0;0;33.60643611;33;36;2317;1;-117.58096944;117;34;5149;0;0;0;99;99;9999;1;1;2;2;1;0;3;1;1;6;1;1;2;4;0;0;25;20;3;2;NORTHAMPTON PL;LEXINGTON WAY;16;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;9;8;0;0;0;0;0;1;9;9;0;3;11;2;9;99999
6;511;1;1;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;34;1;0;1;3122006;12;14;0;3;1400;2006;7;1;0;0;1;0;0;0;0;0;0;7;4;9;8;0;0;0;0;0;1;9;9;1;3;11;2;0;0
6;511;2;1;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;32;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;8;0;3;11;1;0;99999
6;511;2;2;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;4;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;4;21;2;0;99999
6;511;2;3;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;1;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;4;23;1;0;99999
6;511;3;1;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;34;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
6;511;3;2;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;28;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;2;22;2;1;99999
6;511;3;3;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;1;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;4;23;1;0;99999
6;511;4;1;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;69;1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
6;511;4;2;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;67;1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;3;13;2;1;99999
6;511;5;1;99;99;9999;4;0;0;17;3122006;12;14;0;3;14;0;0;1400;2006;1;99;99;9999;12;0;0;0;38.78779722;38;47;1607;1;-120.15597778;120;9;2152;7;576;1;99;99;9999;1;0;10;2;5;0;1;1;1;2;1;3;2;2;0;0;55;0;0;1;US-50;.;57;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;2;0;99999
6;512;1;1;99;99;9999;2;0;0;77;3122006;12;17;20;3;0;0;0;1720;2006;1;99;99;9999;33;0;0;0;37.87740000;37;52;3864;1;-121.34298333;121;20;3474;0;0;0;99;99;9999;1;0;2;2;1;0;1;4;1;4;1;3;2;4;0;0;55;0;0;1;HOWARD RD;.;71;29;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
6;512;1;2;99;99;9999;2;0;0;77;3122006;12;17;20;3;0;0;0;1720;2006;1;99;99;9999;33;0;0;0;37.87740000;37;52;3864;1;-121.34298333;121;20;3474;0;0;0;99;99;9999;1;0;2;2;1;0;1;4;1;4;1;3;2;4;0;0;55;0;0;1;HOWARD RD;.;67;29;0;1;3122006;12;17;20;3;1720;2006;7;1;0;0;1;0;0;0;0;1;0;1;4;9;8;0;0;0;0;0;2;8;8;1;3;13;2;0;0
6;513;1;1;99;99;9999;1;0;0;65;3132006;13;2;0;3;0;0;0;200;2006;2;99;99;9999;35;0;0;0;33.84689444;33;50;4882;2;-117.00992500;117;0;3573;0;357;1;99;99;9999;1;0;1;2;1;0;1;4;1;2;1;1;2;3;0;0;65;0;0;3;SR-79;.;25;1;7;1;3132006;13;13;25;3;1325;2006;0;1;0;0;1;0;0;0;0;1;0;1;4;9;8;0;0;0;0;0;1;8;0;1;3;11;2;1;1125
6;514;1;1;99;99;9999;1;1980;0;37;3132006;13;6;45;3;0;0;0;645;2006;2;99;99;9999;12;0;0;0;34.00367778;34;0;1324;1;-118.33064722;118;19;5033;5;0;0;99;99;9999;1;0;5;2;2;0;2;1;1;13;1;1;2;6;0;0;35;2;3;2;LEIMERT BLVD;VERNON AVE;48;30;0;1;3132006;13;7;55;3;755;2006;0;1;0;0;1;0;0;0;0;0;0;4;4;9;8;0;0;0;0;0;1;9;9;1;3;11;2;1;110
6;514;1;2;99;99;9999;1;1980;0;37;3132006;13;6;45;3;0;0;0;645;2006;2;99;99;9999;12;0;0;0;34.00367778;34;0;1324;1;-118.33064722;118;19;5033;5;0;0;99;99;9999;1;0;5;2;2;0;2;1;1;13;1;1;2;6;0;0;35;2;3;2;LEIMERT BLVD;VERNON AVE;13;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;9;8;0;0;0;0;0;2;8;8;0;3;13;2;1;99999
6;514;2;1;99;99;9999;1;1980;0;37;3132006;13;6;45;3;0;0;0;645;2006;2;99;99;9999;12;0;0;0;34.00367778;34;0;1324;1;-118.33064722;118;19;5033;5;0;0;99;99;9999;1;0;5;2;2;0;2;1;1;13;1;1;2;6;0;0;35;2;3;2;LEIMERT BLVD;VERNON AVE;52;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;2;0;99999
6;514;2;2;99;99;9999;1;1980;0;37;3132006;13;6;45;3;0;0;0;645;2006;2;99;99;9999;12;0;0;0;34.00367778;34;0;1324;1;-118.33064722;118;19;5033;5;0;0;99;99;9999;1;0;5;2;2;0;2;1;1;13;1;1;2;6;0;0;35;2;3;2;LEIMERT BLVD;VERNON AVE;58;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;0;51;2;1;99999
6;514;2;3;99;99;9999;1;1980;0;37;3132006;13;6;45;3;0;0;0;645;2006;2;99;99;9999;12;0;0;0;34.00367778;34;0;1324;1;-118.33064722;118;19;5033;5;0;0;99;99;9999;1;0;5;2;2;0;2;1;1;13;1;1;2;6;0;0;35;2;3;2;LEIMERT BLVD;VERNON AVE;31;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;0;51;1;0;99999
6;515;1;1;99;99;9999;1;2645;0;37;3132006;13;8;40;3;0;0;0;840;2006;2;99;99;9999;12;1;0;0;34.61625000;34;36;5850;1;-118.14774444;118;8;5188;7;0;0;99;99;9999;1;0;3;4;2;0;1;1;1;14;1;1;2;6;0;0;50;0;0;1;10TH ST WEST;.;18;1;96;0;3242006;24;20;8;3;2008;2006;0;0;0;0;0;0;0;0;0;0;0;7;4;9;8;0;0;0;0;0;1;9;9;1;3;11;1;1;27528
6;515;1;2;99;99;9999;1;2645;0;37;3132006;13;8;40;3;0;0;0;840;2006;2;99;99;9999;12;1;0;0;34.61625000;34;36;5850;1;-118.14774444;118;8;5188;7;0;0;99;99;9999;1;0;3;4;2;0;1;1;1;14;1;1;2;6;0;0;50;0;0;1;10TH ST WEST;.;18;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;3;13;1;1;99999
6;515;2;1;99;99;9999;1;2645;0;37;3132006;13;8;40;3;0;0;0;840;2006;2;99;99;9999;12;1;0;0;34.61625000;34;36;5850;1;-118.14774444;118;8;5188;7;0;0;99;99;9999;1;0;3;4;2;0;1;1;1;14;1;1;2;6;0;0;50;0;0;1;10TH ST WEST;.;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;9;8;0;0;0;0;0;1;9;9;0;99;11;9;9;99999
6;516;1;1;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;23;99;97;1;3202006;20;12;16;3;1216;2006;0;1;0;0;1;0;0;0;0;1;9;7;4;9;8;0;0;0;0;0;1;1;1;97;3;11;1;1;16057
6;516;2;1;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;18;29;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;1;0;99999
6;516;2;2;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;18;29;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;3;13;1;0;99999
6;516;2;3;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;19;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;99;23;1;0;99999
6;516;3;1;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;22;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;9;8;0;0;0;0;0;1;8;0;0;3;11;2;1;99999
6;516;4;1;99;99;9999;1;0;0;79;3132006;13;19;19;3;14;0;0;1919;2006;2;99;99;9999;12;0;0;0;35.27452222;35;16;2828;2;-120.70955556;120;42;3440;8;0;0;99;99;9999;1;0;6;1;4;0;1;1;1;14;1;1;2;4;0;0;55;0;0;2;LOS OSO VALLEY RD;.;57;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;1;0;99999
6;517;0;1;99;99;9999;1;0;0;85;3132006;13;20;21;3;19;0;0;2021;2006;2;0;0;0;8;0;0;0;36.95280278;36;57;1009;2;-121.55235556;121;33;848;0;27;1;99;99;9999;1;1;3;2;1;0;1;1;1;2;1;1;2;2;0;0;65;0;0;3;US-101;.;23;0;21;1;3132006;13;20;21;3;2021;2006;7;417;0;0;1;0;0;0;0;0;0;1;4;9;8;12;1;2;0;0;5;8;1;1;0;0;1;0;0
6;517;1;1;99;99;9999;1;0;0;85;3132006;13;20;21;3;19;0;0;2021;2006;2;0;0;0;8;0;0;0;36.95280278;36;57;1009;2;-121.55235556;121;33;848;0;27;1;99;99;9999;1;1;3;2;1;0;1;1;1;2;1;1;2;2;0;0;65;0;0;3;US-101;.;56;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;3;11;1;0;99999
6;517;1;2;99;99;9999;1;0;0;85;3132006;13;20;21;3;19;0;0;2021;2006;2;0;0;0;8;0;0;0;36.95280278;36;57;1009;2;-121.55235556;121;33;848;0;27;1;99;99;9999;1;1;3;2;1;0;1;1;1;2;1;1;2;2;0;0;65;0;0;3;US-101;.;56;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;2;8;8;0;3;13;2;0;99999
6;518;1;1;99;99;9999;1;0;0;65;3142006;14;20;31;3;0;0;0;2031;2006;3;99;99;9999;24;0;0;0;33.77645000;33;46;3522;2;-116.33879722;116;20;1967;0;480;1;99;99;9999;1;0;3;3;1;0;1;3;1;1;1;1;2;1;0;0;70;0;0;3;I-10;.;19;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
6;518;1;2;99;99;9999;1;0;0;65;3142006;14;20;31;3;0;0;0;2031;2006;3;99;99;9999;24;0;0;0;33.77645000;33;46;3522;2;-116.33879722;116;20;1967;0;480;1;99;99;9999;1;0;3;3;1;0;1;3;1;1;1;1;2;1;0;0;70;0;0;3;I-10;.;47;30;0;1;3142006;14;21;40;3;2140;2006;0;1;0;0;1;0;0;2;2;0;0;1;4;9;8;0;0;0;0;0;2;8;8;1;0;22;1;1;109
6;518;1;3;99;99;9999;1;0;0;65;3142006;14;20;31;3;0;0;0;2031;2006;3;99;99;9999;24;0;0;0;33.77645000;33;46;3522;2;-116.33879722;116;20;1967;0;480;1;99;99;9999;1;0;3;3;1;0;1;3;1;1;1;1;2;1;0;0;70;0;0;3;I-10;.;22;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;9;8;0;0;0;0;0;2;8;8;0;3;21;1;1;99999
6;519;0;1;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;24;0;0;1;3152006;15;14;50;3;1450;2006;7;1;0;0;1;0;0;0;0;0;1;7;4;9;8;17;1;0;0;0;5;8;0;1;0;0;2;0;0
6;519;0;2;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;13;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;9;8;17;1;0;0;0;5;8;0;0;0;0;1;1;99999
6;519;0;3;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;9;8;17;1;0;0;0;5;8;0;0;0;0;2;1;99999
6;519;0;4;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;9;8;17;1;0;0;0;5;8;0;0;0;0;1;1;99999
6;519;0;5;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;17;1;0;0;0;5;8;0;0;0;0;2;1;99999
6;519;0;6;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;17;1;0;0;0;5;8;0;0;0;0;1;1;99999
6;519;0;7;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;17;1;0;0;0;5;8;0;0;0;0;1;1;99999
6;519;0;8;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;17;1;0;0;0;5;8;0;0;0;0;2;1;99999
6;519;0;9;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;14;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;9;8;17;1;0;0;0;5;8;0;0;0;0;1;1;99999
6;519;1;1;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;20;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;0;0;0;1;8;0;0;99;11;2;0;99999
6;519;1;2;99;99;9999;1;930;0;37;3152006;15;14;50;3;0;0;0;1450;2006;4;99;99;9999;33;2;0;0;34.02717222;34;1;3782;1;-118.37967500;118;22;4683;0;0;0;99;99;9999;1;9;11;2;1;0;1;4;1;14;1;1;2;6;0;0;40;0;0;1;NATIONAL BLVD;.;19;30;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;8;0;0;5;7;56;2;8;8;0;99;13;1;0;99999
6;520;1;1;99;99;9999;1;3870;0;37;1142006;14;4;32;1;0;0;0;432;2006;7;99;99;9999;12;0;0;0;33.86592222;33;51;5732;2;-118.33133889;118;19;5282;1;157;1;99;99;9999;2;0;4;5;2;0;1;1;1;11;1;1;2;1;0;0;65;0;0;3;I-405;.;31;20;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;5;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
6;520;2;1;99;99;9999;1;3870;0;37;1142006;14;4;32;1;0;0;0;432;2006;7;99;99;9999;12;0;0;0;33.86592222;33;51;5732;2;-118.33133889;118;19;5282;1;157;1;99;99;9999;2;0;4;5;2;0;1;1;1;11;1;1;2;1;0;0;65;0;0;3;I-405;.;48;1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;3;5;8;0;0;0;0;0;1;8;0;0;3;11;1;1;99999
